in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
$8,8.81793e-01,1.03832e-01,8.81793e-01,1.03832e-01,8.81793e-01,1.03832e-01,8.81793e-01,1.03832e-01,8.81793e-01,1.03832e-01,8.81793e-01,1.03832e-01,8.81793e-01,1.03832e-01,8.81793e-01,1.03832e-01
$9,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
out,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03
$4,2.85253e-02,2.85253e-02,9.00479e-03,9.00479e-03,3.56931e-01,3.56931e-01,1.64581e-02,1.64581e-02,2.85253e-02,2.85253e-02,9.00479e-03,9.00479e-03,3.56931e-01,3.56931e-01,1.64581e-02,1.64581e-02
$6,1.01704e+00,5.09279e+00,1.01704e+00,5.09279e+00,1.01704e+00,5.09279e+00,1.01704e+00,5.09279e+00,9.16053e-02,1.19707e-01,9.16053e-02,1.19707e-01,9.16053e-02,1.19707e-01,9.16053e-02,1.19707e-01
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
$1,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02
$2,4.17181e-02,5.05903e-02,4.26124e-02,5.20758e-02,2.95939e-02,3.29177e-02,4.22685e-02,5.15008e-02,1.28153e-02,1.47002e-02,1.16518e-02,1.35820e-02,2.14914e-02,2.20613e-02,1.21009e-02,1.40170e-02
$7,3.68910e+00,3.68910e+00,3.68910e+00,3.68910e+00,5.18593e-01,5.18593e-01,5.18593e-01,5.18593e-01,3.68910e+00,3.68910e+00,3.68910e+00,3.68910e+00,5.18593e-01,5.18593e-01,5.18593e-01,5.18593e-01
$3,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01
$5,1.21823e+00,1.08091e+00,1.22194e+00,1.08101e+00,1.17268e+00,1.07929e+00,1.22050e+00,1.08097e+00,2.46149e+00,2.27199e+00,2.62124e+00,2.39900e+00,1.48851e+00,1.46053e+00,2.55718e+00,2.34814e+00
in4,6.94000e-02,6.94000e-02,6.94000e-02,6.94000e-02,1.15440e+00,1.15440e+00,1.15440e+00,1.15440e+00,6.94000e-02,6.94000e-02,6.94000e-02,6.94000e-02,1.15440e+00,1.15440e+00,1.15440e+00,1.15440e+00
in1,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00
