in3,false,false,true,true,false,false,true,true,false,false,true,true,false,false,true,true
$3,false,false,false,false,false,false,false,false,true,false,true,false,true,true,true,true
$1,true,true,false,true,false,true,false,true,false,true,false,true,false,false,false,false
out,true,true,false,true,false,true,false,true,false,true,false,true,false,false,false,false
$5,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false
$7,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false
in4,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false,true
$6,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false
$2,false,false,true,false,true,false,true,false,false,false,true,false,true,false,true,false
in2,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
$4,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
in1,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
