$1,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02
$4,6.47214e+00,3.37113e-01,8.47417e-02,5.09542e-02,6.47214e+00,3.37113e-01,8.47417e-02,5.09542e-02
$5,2.10386e-03,2.10386e-03,1.25184e-01,1.25184e-01,2.10386e-03,2.10386e-03,1.25184e-01,1.25184e-01
$3,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
$6,3.29641e+00,3.29641e+00,1.87538e-02,1.87538e-02,3.29641e+00,3.29641e+00,1.87538e-02,1.87538e-02
$2,1.97123e-02,2.42673e+00,3.10841e+00,3.27891e+00,1.97123e-02,2.42673e+00,3.10841e+00,3.27891e+00
in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
out,1.18849e-02,9.74690e-01,1.24736e+00,1.31556e+00,1.18849e-02,9.74690e-01,1.24736e+00,1.31556e+00
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
in1,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00
